label,text,spam_categories,target_Bank Scam,target_Gambling Promotion,target_General Spam,target_Phishing,cleaned_text,nb_label
Ham,You get FREE 3 GB + UNLI ALLNET CALLS for 3 days when you buy GIGA POWER 75 with 2 GB/day ALL ACCESS DATA + 2 GB Shareable Data! Malapit na mag-expire ang FREEBIE! Get it until 08-June-2024 ONLY!,[],0,0,0,0,get free gb unli allnet call day buy giga power gbday access data gb shareable data malapit magexpire freebie get june,Ham
Phishing,Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-521364,['Phishing'],0,0,0,1,netflix ph membership hold update payment continue urllink,Spam
Ham,13/10 18:27: P50.00 loaded to 09129094503 from xxxxxxxx2785 for 1 year. Ref:AJD4VR821U. Get MORE with PROMO LOAD in the Smart App!,[],0,0,0,0,p loaded xxxxxxxx year refajdvru get promo load smart app,Ham
Phishing,Apple ID: Someone logged in from China. Secure account: bit.ly/secure-ph-387739,['Phishing'],0,0,0,1,apple id someone logged china secure account urllink,Spam
Ham,"Hey, GOMO Fam! May the coming Holy Week give you time to reflect and be with your loved ones. Wherever you plan on spending your break, always be worry-free with No Expiry Dataaaa. Just check the GOMO PH app for the latest promo offers. Take care, Fam!",[],0,0,0,0,hey gomo fam may coming holy week give time reflect loved one wherever plan spending break always worryfree expiry dataaaa check gomo ph app latest promo offer take care fam,Ham
Phishing,Shopee Xpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-199248,['Phishing'],0,0,0,1,shopee xpress parcel held distribution center pay custom fee urllink,Spam
"Gambling Promotion, Phishing",Jackpot winner of P300k in 188BET! Be next. Register: bit.ly/ph-33986,"['Gambling Promotion', 'Phishing']",0,1,0,1,jackpot winner pk bet next register urllink,Spam
"Bank Scam, Phishing",MAYA: Your account is detected suspicious activity. Please verify identity now: bit.ly/ph-35708,"['Bank Scam', 'Phishing']",1,0,0,1,maya account detected suspicious activity please verify identity urllink,Spam
Phishing,Your order #97608 delivery failed. Update address to avoid return: bit.ly/secure-ph-641589,['Phishing'],0,0,0,1,order delivery failed update address avoid return urllink,Spam
Phishing,Easy money! Like and follow for Remote Staff and get 676 daily. Apply now: wa.me/639281089731,['Phishing'],0,0,0,1,easy money like follow remote staff get daily apply wame,Spam
Ham,ang ingay ng mga aso sa labas,[],0,0,0,0,ingay aso labas,Ham
"Bank Scam, Phishing",MA'AM/SIR! PNB iAccess needs validation due to suspicious activity: bit.ly/secure-ph-606677,"['Bank Scam', 'Phishing']",1,0,0,1,maamsir pnb iaccess need validation due suspicious activity urllink,Spam
Phishing,WINNER! Chosen ur cell # for P1M Shopee Raffle anniversary promo. Call now: 09177778888,['Phishing'],0,0,0,1,winner chosen ur cell pm shopee raffle anniversary promo call,Spam
Gambling Promotion,1000% Luck bonus on ‚Ç±1000 balance. Register: coin99.tw/7DfQd,['Gambling Promotion'],0,1,0,0,luck bonus ç balance register cointwdfqd,Spam
Gambling Promotion,"Magparehistro para makakuha ng 7777, tumaya araw-araw:‚ÄÄacerush.tv/JtpPV",['Gambling Promotion'],0,1,0,0,magparehistro makakuha tumaya arawarawääacerushtvjtppv,Spam
"Bank Scam, Phishing",BDO: Your account is suspended. Please verify identity now to avoid deactivation: flash-parcel-tracking.net,"['Bank Scam', 'Phishing']",1,0,0,1,bdo account suspended please verify identity avoid deactivation flashparceltrackingnet,Spam
"Gambling Promotion, Phishing",BOSS! Swerte mo today. Panalo na sa WIN-PH. Free 612 credits: bit.ly/secure-ph-620233,"['Gambling Promotion', 'Phishing']",0,1,0,1,bos swerte today panalo winph free credit urllink,Spam
Ham,P50.00 has been loaded to your mobile number 9548058067. Trace No: 542456786 03/20/2023 01:19:28.856.,[],0,0,0,0,p loaded mobile number trace,Ham
Ham,Don't let this one go! Stay connected with Go59 and enjoy 5GB data + 1GB for 5G and unli texts to all networks for 3 days. Text GO59 to 8080 or go to the GCash or GlobeOne app to register now! REF#: FGAM23 ,[],0,0,0,0,dont let one go stay connected go enjoy gb data gb g unli text network day text go go gcash globeone app register ref fgam,Ham
Phishing,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,['Phishing'],0,0,0,1,tmobile customer may claim free camera phone upgrade pay go sim card loyalty call offer end thfebtcs apply,Spam
Ham,"Enjoy 12% OFF on SHEIN with your BDO Visa Debit Card. Shop for a minimum of P1,499 and use coupon code SHEINPHVISA. Valid up to 3x use. No cap on the discount. Promo runs until Dec 31, 2024. For promo details, visit the BDO website, click Deals, and search 12% OFF on SHEIN. T&Cs apply.",[],0,0,0,0,enjoy shein bdo visa debit card shop minimum p use coupon code sheinphvisa valid x use cap discount promo run dec promo detail visit bdo website click deal search shein tc apply,Ham
Phishing,Facebook: Ur account will be disabled. Appeal here: bit.ly/ph-25064,['Phishing'],0,0,0,1,facebook ur account disabled appeal urllink,Spam
Bank Scam,BDO Online lets you conveniently manage your checking accounts. Reorder Checkbooks from the app so you never run out when you need them or use Stop Payment Order to take control of any issued checks. Download and sign up now!,['Bank Scam'],1,0,0,0,bdo online let conveniently manage checking account reorder checkbook app never run need use stop payment order take control issued check download sign,Spam
Ham,You have received P100.00 GCash from Robinsons Supermarket CI w/ MSG - 281010908242604533173338. Your new balance is P150.00 05-15-22 6:03PM. Ref no. 0004510701180.,[],0,0,0,0,received p gcash robinson supermarket ci w msg new balance p pm ref,Ham
"Gambling Promotion, Phishing",LUCKY-SLOTS: 200% match bonus on your first deposit. Join the fun: lucky-slots-ph.com,"['Gambling Promotion', 'Phishing']",0,1,0,1,luckyslots match bonus first deposit join fun luckyslotsphcom,Spam
"Gambling Promotion, Phishing",Kumusta Lodi! Nakapag register kana ba? Mag Register na kung hindi pa! And get your 120% Welcome B0NU$ FREEPLAY! Sali na! appraisalassociatesark.com/Join,"['Gambling Promotion', 'Phishing']",0,1,0,1,kumusta lodi nakapag register kana mag register hindi get welcome bnu freeplay sali appraisalassociatesarkcomjoin,Spam
Ham,naka leave po ako until friday,[],0,0,0,0,naka leave ako friday,Ham
Ham,1/2 18-Jun 10:39: P5 loaded to 09129094503 from XXXXXXXX7428 for 1 year. Ref:BFI1ORT5B5. Get MORE with PROMO LOAD in the Smart App!,[],0,0,0,0,jun p loaded xxxxxxxx year refbfiortb get promo load smart app,Ham
"Gambling Promotion, Phishing",BOSS! Swerte mo today. Panalo na sa JILI777. Free 959 credits: bit.ly/secure-ph-196762,"['Gambling Promotion', 'Phishing']",0,1,0,1,bos swerte today panalo jili free credit urllink,Spam
"Gambling Promotion, Phishing","URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate","['Gambling Promotion', 'Phishing']",0,1,0,1,urgent mobile awarded bonus caller prize nd attempt contact call boxqu bt national rate,Spam
Phishing,GrabExpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-808875,['Phishing'],0,0,0,1,grabexpress parcel held distribution center pay custom fee urllink,Spam
Ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,[],0,0,0,0,im ok wif co like try new thing scared u dun like mah co u said loud,Ham
Spam,"Saan ka pa? Sa 3 pesos mo, maaaring magbago ang buhay mo with Fortune Gems. Aim for 10k now at clickhere.cx/qq7IvqB7hg5eGdUt.",['General Spam'],0,0,1,0,ka peso maaaring magbago buhay fortune gem aim k clickherecxqqivqbhgegdut,Spam
Phishing,Payday promo! Libreng shipping voucher para sayo. Valid until midnight.,['Phishing'],0,0,0,1,payday promo libreng shipping voucher sayo valid midnight,Spam
Spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,['General Spam'],0,0,1,0,valentine day special win quiz take partner trip lifetime send go pmsg rcvd custcare,Spam
Ham,"Need to top up for essentials? Cash in to your PayMaya account for FREE anytime, anywhere via our cash in partners: https://official.paymaya.com/3xMF/CashIn",[],0,0,0,0,need top essential cash paymaya account free anytime anywhere via cash partner urllink,Ham
Ham,You have paid P20.00 of GCash to 7 Eleven on 12-31-22 12:14:53 AM. Ref. No. 092321595.,[],0,0,0,0,paid p gcash eleven ref,Ham
Ham,"ALERT: Never open links sent by text, even those from 'Maya'. Scammers are now using illegal cell towers to send texts that appear to be from trusted brands.",[],0,0,0,0,alert never open link sent text even maya scammer using illegal cell tower send text appear trusted brand,Ham
Phishing,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max,['Phishing'],0,0,0,1,congratulation u claim vip row ticket c blu concert november blu gift guaranteed call claim tscs urllink costmax,Spam
Ham,"Your One-Time Password (OTP) is 276100, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.322661",[],0,0,0,0,onetime password otp please enter within minute call bdo customer contact center login account refno,Ham
Ham,"SANA ALL may PS5, laptops & more this 2022! Join GigaMania for a chance to win gadgets weekly at Toyota Corolla Cross Hybrid sa grand draw! smrt.ph/GigaLifeApp",[],0,0,0,0,sana may p laptop join gigamania chance win gadget weekly toyota corolla cross hybrid grand draw smrtphgigalifeapp,Ham
Ham,"Enter verification code: 291919, to activate SPayLater, valid for 15 mins. NEVER share this code with others under any circumstances. PW42aWeqbj5",[],0,0,0,0,enter verification code activate spaylater valid min never share code others circumstance pwaweqbj,Ham
Phishing,Work from home! YouTube Liker online tasks. P756 per order. Msg us: wa.me/639779596079,['Phishing'],0,0,0,1,work home youtube liker online task p per order msg u wame,Spam
Ham,Gong Xi Fa Cai! Celebrate Chinese New Year with us on the Smart App! Play the Lucky Fortune game for a chance to win up to 50 points this Jan 28 to 29 -- try your luck by going to the Smart App. Don't have the app yet? Download Smart App NOW!,[],0,0,0,0,gong xi fa cai celebrate chinese new year u smart app play lucky fortune game chance win point jan try luck going smart app dont app yet download smart app,Ham
"Gambling Promotion, Phishing",Hiring: TikTok Shop Part-time/Homebase. Earn 3000-8000 daily using phone. Msg us: jili-bet.ph/register,"['Gambling Promotion', 'Phishing']",0,1,0,1,hiring tiktok shop parttimehomebase earn daily using phone msg u jilibetphregister,Spam
Phishing,"Hi, I'm recruiter for Data Encoder. Your profile is selected for flexible pay pay. Info: bit.ly/secure-ph-787616",['Phishing'],0,0,0,1,hi im recruiter data encoder profile selected flexible pay pay info urllink,Spam
Ham,Gusto mo ba ng UNLI Fiber WiFi for as low as P299? #KayaMoNow dahil may Fiber na sa area niyo! Pa-install na ng GFiber Prepaid sa https://g1.onelink.me/KJve/djz3kmx3. Subject to serviceability checking. No advisories? Text OFF to 2686 for free.,[],0,0,0,0,gusto unli fiber wifi low p kayamonow dahil may fiber area niyo painstall gfiber prepaid urllink subject serviceability checking advisory text free,Ham
Ham,Stay on top of your finances and view your Credit Card statements anytime you want on the BDO Online app! Try it now!,[],0,0,0,0,stay top finance view credit card statement anytime want bdo online app try,Ham
Spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,['General Spam'],0,0,1,0,u secret admirer looking make contact ufind rreveal think ur specialcall stopsmsppm,Spam
Ham,"Be part of the All-new Rewards program and instantly get 3 exciting surprise offers from us! - FREE upsize for any Jamba Juice 16oz. Classic, Plant-Based or Power Smoothie - P100 OFF at Parlon (website only) - 5% OFF KLOOK activities (min. spend of P2,000) Open the GlobeOne app, tap REDEEM REWARDS and click JOIN NOW. We'll keep you updated with the latest offers through texts coming from GLOBEREWARD. Globe will never send texts with links.",[],0,0,0,0,part allnew reward program instantly get exciting surprise offer u free upsize jamba juice oz classic plantbased power smoothie p parlon website klook activity min spend p open globeone app tap redeem reward click join well keep updated latest offer text coming globereward globe never send text link,Ham
Ham,Are you free now?can i call now?,[],0,0,0,0,free nowcan call,Ham
Ham,"Sulitin ang tirang load, KaTropa! Konting dagdag na lang sa load balance mo, makakabili ka na ng Panalo 10! Panalo ka sa 300 MB, 60 mins of calls, at 60 texts for just P10! Mag-load sa Suking Tindahan, Smart App, Maya, or dial *123# now!",[],0,0,0,0,sulitin tirang load katropa konting dagdag load balance makakabili ka panalo panalo ka mb min call text p magload suking tindahan smart app maya dial,Ham
Ham,sige text na lang kita mamaya,[],0,0,0,0,sige text kita mamaya,Ham
Gambling Promotion,"Mag-recharge ng P177 araw-araw para makakuha ng P177 cash, 100% lucky wheel win!  sdof3.bid",['Gambling Promotion'],0,1,0,0,magrecharge p arawaraw makakuha p cash lucky wheel win sdofbid,Spam
Ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",[],0,0,0,0,life strict teacher bcoz teacher teach lesson amp conduct exam life first conduct exam amp teach lesson happy morning,Ham
Ham,Never run out of data. Manage your account & subscriptions with just a tap in the Smart App smrt.ph/CheckUsage,[],0,0,0,0,never run data manage account subscription tap smart app smrtphcheckusage,Ham
"Gambling Promotion, Phishing",BOSS! 188BET na pinaka-trusted. Malambot slots today. Pasok: bit.ly/ph-58806,"['Gambling Promotion', 'Phishing']",0,1,0,1,bos bet pinakatrusted malambot slot today pasok urllink,Spam
